ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_For_Days,Family_Size,TotalSpent,TotalPurchases,SpendPerPurchase,DealRate,WebChannelShare,CatalogChannelShare,StoreChannelShare
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,55,4574,2,59,12,4.916666666666667,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,46,4529,4,431,19,22.68421052631579,0.10526315789473684,0.2857142857142857,0.14285714285714285,0.5714285714285714
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,50,4979,3,971,34,28.558823529411764,0.08823529411764706,0.375,0.20833333333333334,0.4166666666666667
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,54,4997,5,348,27,12.88888888888889,0.25925925925925924,0.4166666666666667,0.08333333333333333,0.5
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,60,4971,1,2059,28,73.53571428571429,0.03571428571428571,0.30434782608695654,0.30434782608695654,0.391304347826087
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,42,4773,3,265,20,13.25,0.2,0.4,0.1,0.5
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,74,4354,3,270,15,18.0,0.13333333333333333,0.18181818181818182,0.09090909090909091,0.7272727272727273
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,44,4961,2,1289,22,58.59090909090909,0.045454545454545456,0.2777777777777778,0.3888888888888889,0.3333333333333333
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,62,4498,3,893,23,38.82608695652174,0.17391304347826086,0.16666666666666666,0.16666666666666666,0.6666666666666666
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,77,4599,1,926,23,40.26086956521739,0.043478260869565216,0.14285714285714285,0.3333333333333333,0.5238095238095238
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,68,4471,2,135,15,9.0,0.13333333333333333,0.42857142857142855,0.14285714285714285,0.42857142857142855
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,63,4322,2,1495,20,74.75,0.05,0.16666666666666666,0.3888888888888889,0.4444444444444444
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,51,4444,3,120,16,7.5,0.125,0.5714285714285714,0.0,0.42857142857142855
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,57,4437,1,1288,21,61.333333333333336,0.047619047619047616,0.10526315789473684,0.42105263157894735,0.47368421052631576
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,71,4751,2,1743,19,91.73684210526316,0.05263157894736842,0.3125,0.375,0.3125
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,4925,2,15,12,1.25,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,75,4434,4,542,26,20.846153846153847,0.11538461538461539,0.4117647058823529,0.11764705882352941,0.47058823529411764
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,55,5002,3,890,32,27.8125,0.09375,0.3181818181818182,0.13636363636363635,0.5454545454545454
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,51,4778,3,1388,37,37.513513513513516,0.10810810810810811,0.20689655172413793,0.3448275862068966,0.4482758620689655
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,46,4581,3,17,12,1.4166666666666667,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,45,5013,3,906,36,25.166666666666668,0.19444444444444445,0.34782608695652173,0.2608695652173913,0.391304347826087
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,48,4862,4,44,13,3.3846153846153846,0.15384615384615385,0.25,0.0,0.75
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,38,4361,2,25,10,2.5,0.1,0.25,0.25,0.5
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,70,4815,3,973,31,31.387096774193548,0.12903225806451613,0.36363636363636365,0.13636363636363635,0.5
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,54,4370,3,31,9,3.4444444444444446,0.2222222222222222,0.25,0.0,0.75
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,49,4356,3,518,22,23.545454545454547,0.045454545454545456,0.4375,0.0625,0.5
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,54,4933,3,530,24,22.083333333333332,0.16666666666666666,0.4,0.13333333333333333,0.4666666666666667
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,49,4925,3,506,29,17.448275862068964,0.2413793103448276,0.5,0.21428571428571427,0.2857142857142857
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,53,4500,3,70,13,5.384615384615385,0.07692307692307693,0.4,0.2,0.4
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,4641,2,54,12,4.5,0.08333333333333333,0.4,0.0,0.6
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,52,4998,2,296,21,14.095238095238095,0.09523809523809523,0.6,0.2,0.2
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,51,4561,3,266,20,13.3,0.2,0.36363636363636365,0.18181818181818182,0.45454545454545453
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,66,4946,2,747,22,33.95454545454545,0.045454545454545456,0.2777777777777778,0.5,0.2222222222222222
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,62,4972,1,895,32,27.96875,0.03125,0.17857142857142858,0.35714285714285715,0.4642857142857143
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,50,4546,3,1053,24,43.875,0.08333333333333333,0.2,0.3333333333333333,0.4666666666666667
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,52,4687,3,735,27,27.22222222222222,0.07407407407407407,0.3684210526315789,0.10526315789473684,0.5263157894736842
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,4473,3,20,12,1.6666666666666667,0.08333333333333333,0.25,0.0,0.75
3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,74,4928,1,205,18,11.38888888888889,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.4444444444444444
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,68,4962,3,2092,27,77.48148148148148,0.07407407407407407,0.10526315789473684,0.2631578947368421,0.631578947368421
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,50,4892,2,309,22,14.045454545454545,0.09090909090909091,0.5,0.08333333333333333,0.4166666666666667
10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,71,4811,2,1722,28,61.5,0.03571428571428571,0.14285714285714285,0.23809523809523808,0.6190476190476191
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,62,4852,2,900,23,39.130434782608695,0.17391304347826086,0.18181818181818182,0.5454545454545454,0.2727272727272727
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,82,4533,1,682,27,25.25925925925926,0.037037037037037035,0.47368421052631576,0.21052631578947367,0.3157894736842105
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,64,4761,2,663,27,24.555555555555557,0.1111111111111111,0.2631578947368421,0.15789473684210525,0.5789473684210527
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,48,4404,2,43,9,4.777777777777778,0.1111111111111111,0.4,0.0,0.6
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,55,4753,3,1816,24,75.66666666666667,0.041666666666666664,0.23529411764705882,0.5294117647058824,0.23529411764705882
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,77,4357,3,976,30,32.53333333333333,0.1,0.25,0.2916666666666667,0.4583333333333333
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,82,4771,2,746,23,32.43478260869565,0.043478260869565216,0.2,0.15,0.65
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,76,5011,4,64,14,4.571428571428571,0.14285714285714285,0.25,0.25,0.5
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,65,4545,3,32,10,3.2,0.1,0.25,0.0,0.75
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,36,4866,2,263,17,15.470588235294118,0.058823529411764705,0.5,0.125,0.375
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,41,4993,3,1445,29,49.827586206896555,0.06896551724137931,0.21052631578947367,0.15789473684210525,0.631578947368421
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,70,4692,3,46,10,4.6,0.1,0.25,0.0,0.75
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,73,4918,1,1210,34,35.588235294117645,0.058823529411764705,0.38461538461538464,0.15384615384615385,0.46153846153846156
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,50,4528,3,945,27,35.0,0.037037037037037035,0.21739130434782608,0.43478260869565216,0.34782608695652173
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,37,4664,1,1157,23,50.30434782608695,0.043478260869565216,0.14285714285714285,0.3333333333333333,0.5238095238095238
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,34,4692,2,137,15,9.133333333333333,0.06666666666666667,0.2857142857142857,0.14285714285714285,0.5714285714285714
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,67,4879,2,730,30,24.333333333333332,0.2,0.2631578947368421,0.10526315789473684,0.631578947368421
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,45,4719,3,216,19,11.368421052631579,0.15789473684210525,0.4444444444444444,0.2222222222222222,0.3333333333333333
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,47,4777,2,943,26,36.26923076923077,0.038461538461538464,0.2727272727272727,0.18181818181818182,0.5454545454545454
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,62,4571,4,347,23,15.08695652173913,0.13043478260869565,0.46153846153846156,0.15384615384615385,0.38461538461538464
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,67,4423,2,1924,20,96.2,0.05,0.2777777777777778,0.3333333333333333,0.3888888888888889
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,80,4733,3,397,25,15.88,0.16,0.46153846153846156,0.15384615384615385,0.38461538461538464
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,51,4760,1,2089,24,87.04166666666667,0.041666666666666664,0.23809523809523808,0.3333333333333333,0.42857142857142855
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,65,4830,4,138,19,7.2631578947368425,0.21052631578947367,0.42857142857142855,0.14285714285714285,0.42857142857142855
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,4683,2,42,12,3.5,0.08333333333333333,0.25,0.0,0.75
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,67,4629,2,777,19,40.89473684210526,0.05263157894736842,0.25,0.3125,0.4375
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,82,4439,2,1902,23,82.69565217391305,0.043478260869565216,0.3157894736842105,0.15789473684210525,0.5263157894736842
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61,4472,3,52,14,3.7142857142857144,0.14285714285714285,0.4,0.0,0.6
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,39,4439,1,1651,18,91.72222222222223,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.5
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,35,4636,2,358,18,19.88888888888889,0.05555555555555555,0.4166666666666667,0.08333333333333333,0.5
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,73,4956,2,1727,22,78.5,0.045454545454545456,0.13333333333333333,0.26666666666666666,0.6
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,39,4978,3,210,16,13.125,0.1875,0.2857142857142857,0.2857142857142857,0.42857142857142855
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,4891,3,42,13,3.230769230769231,0.07692307692307693,0.25,0.0,0.75
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,68,4533,2,1291,22,58.68181818181818,0.045454545454545456,0.21052631578947367,0.2631578947368421,0.5263157894736842
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,49,4340,2,442,18,24.555555555555557,0.05555555555555555,0.2857142857142857,0.2857142857142857,0.42857142857142855
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,62,5005,1,1895,25,75.8,0.04,0.25,0.5,0.25
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,66,4557,4,411,25,16.44,0.24,0.3076923076923077,0.07692307692307693,0.6153846153846154
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,51,4818,2,521,24,21.708333333333332,0.16666666666666666,0.26666666666666666,0.2,0.5333333333333333
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,57,4603,2,1168,18,64.88888888888889,0.05555555555555555,0.25,0.4375,0.3125
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,49,4330,4,493,30,16.433333333333334,0.23333333333333334,0.5,0.125,0.375
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,64,4750,4,260,16,16.25,0.125,0.3,0.2,0.5
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,4696,2,46,13,3.5384615384615383,0.15384615384615385,0.4,0.0,0.6
10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,75,4763,3,319,23,13.869565217391305,0.17391304347826086,0.5,0.08333333333333333,0.4166666666666667
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,59,4481,3,96,12,8.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.5
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,59,4453,1,1062,20,53.1,0.05,0.5333333333333333,0.2,0.26666666666666666
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,74,4644,3,232,14,16.571428571428573,0.14285714285714285,0.2,0.1,0.7
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,45,4507,2,76,16,4.75,0.1875,0.5,0.0,0.5
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,49,4553,3,54,17,3.176470588235294,0.17647058823529413,0.5,0.0,0.5
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,57,5011,2,201,18,11.166666666666666,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.4444444444444444
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,42,4897,2,406,20,20.3,0.1,0.3333333333333333,0.4166666666666667,0.25
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,44,4645,2,1919,23,83.43478260869566,0.043478260869565216,0.3684210526315789,0.3157894736842105,0.3157894736842105
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,50,4709,3,662,23,28.782608695652176,0.08695652173913043,0.2222222222222222,0.3333333333333333,0.4444444444444444
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,36,4432,3,41,13,3.1538461538461537,0.15384615384615385,0.3333333333333333,0.0,0.6666666666666666
10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,62,4492,1,1600,15,106.66666666666667,0.06666666666666667,0.23076923076923078,0.46153846153846156,0.3076923076923077
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,46,4527,3,134,14,9.571428571428571,0.07142857142857142,0.42857142857142855,0.0,0.5714285714285714
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,58,4473,4,69,18,3.8333333333333335,0.2222222222222222,0.5,0.16666666666666666,0.3333333333333333
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,53,4411,4,21,12,1.75,0.16666666666666666,0.25,0.0,0.75
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,63,4409,3,54,10,5.4,0.2,0.2,0.2,0.6
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,37,4401,2,91,15,6.066666666666666,0.13333333333333333,0.5,0.16666666666666666,0.3333333333333333
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,55,4461,2,526,24,21.916666666666668,0.08333333333333333,0.375,0.125,0.5
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,63,4756,2,162,16,10.125,0.0625,0.42857142857142855,0.2857142857142857,0.2857142857142857
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,77,4554,2,1008,26,38.76923076923077,0.038461538461538464,0.125,0.3333333333333333,0.5416666666666666
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,74,4974,4,240,24,10.0,0.25,0.4,0.1,0.5
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,48,4804,2,795,26,30.576923076923077,0.07692307692307693,0.3157894736842105,0.10526315789473684,0.5789473684210527
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,44,4769,2,1772,21,84.38095238095238,0.047619047619047616,0.2777777777777778,0.3333333333333333,0.3888888888888889
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,56,4649,2,64,13,4.923076923076923,0.15384615384615385,0.3333333333333333,0.0,0.6666666666666666
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,67,4722,3,1957,26,75.26923076923077,0.038461538461538464,0.2631578947368421,0.5263157894736842,0.21052631578947367
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,48,4612,3,78,12,6.5,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,46,4697,1,1572,21,74.85714285714286,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,55,4688,3,795,30,26.5,0.06666666666666667,0.3333333333333333,0.125,0.5416666666666666
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,56,4484,3,889,30,29.633333333333333,0.16666666666666666,0.2857142857142857,0.14285714285714285,0.5714285714285714
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,63,4555,2,331,18,18.38888888888889,0.16666666666666666,0.25,0.16666666666666666,0.5833333333333334
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,76,4341,3,265,16,16.5625,0.125,0.3,0.2,0.5
